feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
2.184037155506568,0.48344366827831825,-1.5913915532511012,0.17944839173657468,-0.7777932708785771,0.10901850287497783,-0.04992130902927361,0.07419944153513214,0.4560395883836946,0.335273068019573,-2.2931203719064723,-0.8907989519867261,0.5906652967043781,0.8117274095297301,-2.2419541514669743,0.29605122047355015,0.32834301015937495,paper
-0.5910960712382448,0.9935510273126569,1.5914186901086658,-0.9109180635470367,1.5753572075874533,-0.7283578708791345,1.3291930344084735,3.1043165088720315,-0.28720617978326923,6.309714292806108,-3.5795947142335485,3.1052528602545473,-1.8680628413076206,6.689084239978448,-1.2561475749156819,-1.6367123037287816,-2.1213535418470224,paper
-1.2364053925913805,0.1361958628054981,-0.8514438614884161,2.230818271811151,-0.5099552936269549,0.4110548431219532,1.9485979253265984,-2.117604575400828,-0.7081268640084478,3.2090204768472543,-0.5123793944950286,2.4410586487626285,-2.35348319363109,2.275965803535777,-1.6790656731550642,0.6470747408724613,2.562110813159526,paper
1.8049028225590873,2.4390231871773165,-1.3641148120669366,-0.47876251908483464,1.1211081823720808,-0.9561613932215524,0.36234745391986645,-1.5060669928485118,0.37736436613524704,0.4267593676982747,-1.0369107833621027,2.5690589770663186,-0.2026796750711744,-1.2326269804261198,1.0898756173798367,0.5029413185953171,1.3440933075980384,paper
-0.9006300613816433,0.13285868266724815,-0.8766945839078994,-0.10962585048771564,-3.6725365586529,-3.0263960799359957,0.4200258915135181,1.356922476582314,-0.8067704520025192,-3.2093736403991873,2.2180179252919645,1.9618462070478229,-0.0774827743318861,-0.22956793921492658,1.018358346372071,-2.8866050263398733,1.7835007165488777,rock
-1.5279976135448132,-0.2955162932555183,-1.3249424134719934,0.5292100439110343,-1.1016964394904738,0.12678484554654057,0.7453399112668042,-0.4364804175894623,-2.334672448315709,2.9394102625683183,0.2545648932384569,2.324379866206786,-0.7115554940294971,4.953362371538776,-2.4964406590533086,-2.229932002351881,0.8694509671313501,paper
0.33402245073558623,0.12319366136479747,1.5275623914910748,-0.6123937847213143,1.561739202689742,-1.8409001792625879,0.8219050235363996,-0.37610131651486145,-0.4427715566861966,1.2660912680988665,-6.33299089527391,-2.6961724039957167,0.9803386702177634,3.0433036716759796,2.141596078723923,-1.1830050475033467,2.7357700456973983,scissors
-0.8358302853558766,1.2649635597716582,-1.0302911438756244,-0.1390655984692081,1.7534340649935027,2.3380877105574354,2.126463495232987,-0.5617751138225909,-0.596036549847532,1.4364295476686229,-2.4869357017883984,-0.6148074494561704,0.3806554213602774,-0.7089081548180645,0.39863674379832115,-0.2805148783469684,1.9658046775031748,rock
2.7800060262076065,-1.6877048624258153,2.501468135776599,1.7317583831803514,3.632727588349412,0.7842178444722234,-0.9804950598341868,-1.410569008389097,0.4236457885331881,-1.1594344010875741,0.282900458692385,1.79732326934951,-0.5632976675458828,-5.351382262684836,1.528613985253818,0.5960039476528858,2.352932202833312,paper
2.3129550422913283,0.2429439123508158,-2.3093008314394514,-1.4780690905925407,-1.1227430404177245,-1.175279216373542,-0.9802047659738787,0.06814351983376743,-2.1696480821845556,0.5169040323118861,-2.851451961194929,0.09331262791952755,0.7139129656588621,0.4336646693283278,-0.5082483435678773,0.5719892290342797,2.1548344055475006,paper
0.762531676646561,-0.621662005047517,1.6686097190042741,1.7334534666048018,-1.1420237196256846,0.768489886487153,-3.022663743634826,0.13641974496448062,-1.955255159091572,1.3323084701742651,0.573588654103975,-0.8860035107461031,-1.5543780791236008,0.3986372416626929,-2.640553472893215,1.9034279765807924,1.923916876456472,paper
-1.7802963445066975,0.5965723448835499,-2.3214987616342833,-0.46040692149697343,-1.9278322256037053,-0.5927947803206968,-0.1748347042915468,2.6366904969586753,-1.1813549645828454,2.206138248863946,-2.625376521090762,0.48401626789349583,-0.1972506403523,0.5423247975985241,2.0703630788172442,0.5742089447319014,3.309883709641156,rock
4.862804359818565,-0.42074514889806713,-4.500671934790969,-1.50790236336102,-1.0990039336107358,-3.165173481934587,-0.24561981697343716,2.122247927167107,1.2275795050671234,-1.113579944485437,-9.320661788112675,-2.317504460617843,-1.7457359145765963,0.03821006422925477,1.9407244315314756,-1.2528516938386645,4.050105518596453,rock
2.663325087116848,-0.4381515056207866,2.2298787686950927,0.8474157131500993,-2.7161421285732787,-4.828843399873156,6.025591691223473,-0.6893787938751016,0.5778322886399249,0.5979338510247612,-6.631447323058878,-1.2460951749632634,1.083441303347885,4.798161039400627,-3.3083434331211508,1.3850815164516055,-0.9462767369091649,paper
1.638261376489135,-0.5148238963607281,-1.3167257885603776,-0.21021194189649736,3.0816767374855374,0.8336286043330603,2.3450399290212074,-0.21081705815704566,-0.7702169147313244,1.2995093408078104,-4.268284172500246,-0.4629424141985943,-0.8755621004332629,0.923655745797571,0.3272444436231746,-0.9911050152309716,-1.6719841978763341,scissors
1.1683924512431805,-1.3457491040495697,1.3421695057993086,0.22931891678802221,1.0244660032593391,2.172987319379601,-1.2245074802680231,-0.7592586394386962,-1.70835896623914,-2.818729325273309,4.635767021461123,2.2339729716086896,-1.438074351490207,-6.945531663879425,-0.15184806107539894,0.45883842141608566,2.0475053725099492,paper
-0.6589558534004534,0.28965352090030033,-0.6041355663909765,0.08287445399233105,-0.7084989897773222,-1.7163109640487049,3.0544173730191604,-1.6206532720302629,-0.2021012803542177,-0.772496605028754,1.214685018541823,2.9278926958366926,0.12822454150382243,1.5460271164285209,-0.2525850484113419,-2.258039282476674,-0.22934879565776334,rock
-4.147549661739518,-0.5495377985779493,-1.4944208239991714,-0.2856085173890448,-4.279396684367924,0.9925367150842594,1.7890852484819946,-2.644683582348883,-0.71005905662051,-3.281402667584617,5.207731620835051,-1.3610352690097027,0.28245048926523897,-4.818667920657191,0.7738486079037264,3.7839108257626615,2.457567227612159,scissors
